"Time","C1","C2","C3","C4","C5"
"2666.4758","-39.0","86.0","-29.0","99093.0","109595.0"
"2666.4924","-40.0","82.0","-27.0","99156.0","109814.0"
"2666.5093","-41.0","80.0","-26.0","99215.0","109955.0"
"2666.576","-41.0","77.0","-23.0","99212.0","110126.0"
"2666.601","-41.0","83.0","-27.0","99223.0","110057.0"
"2666.7761","-40.0","80.0","-23.0","98949.0","109265.0"
"2667.0264","-41.0","79.0","-24.0","98930.0","109202.0"
"2667.043","-39.0","85.0","-30.0","98916.0","109061.0"
"2667.0598","-39.0","85.0","-28.0","98902.0","109096.0"
"2667.3267","-41.0","80.0","-25.0","99008.0","109337.0"
"2667.3433","-40.0","82.0","-27.0","99026.0","109369.0"
"2667.36","-39.0","86.0","-31.0","99093.0","109537.0"
"2667.3767","-39.0","80.0","-26.0","99200.0","109859.0"
"2667.4019","-39.0","79.0","-26.0","99218.0","109887.0"
"2667.4768","-38.0","84.0","-26.0","99264.0","110026.0"
"2667.627","-38.0","81.0","-26.0","99010.0","109230.0"
"2667.6436","-39.0","77.0","-22.0","99006.0","109196.0"
"2667.6604","-39.0","79.0","-22.0","99035.0","109276.0"
"2667.777","-36.0","81.0","-24.0","99161.0","109617.0"
"2667.7937","-37.0","77.0","-20.0","99185.0","109636.0"
"2667.8105","-26.0","134.0","-70.0","99226.0","109787.0"
"2668.8782","-30.0","85.0","-28.0","99227.0","109800.0"
"2668.9033","-29.0","86.0","-31.0","99285.0","109912.0"
"2668.9783","-30.0","88.0","-32.0","99183.0","109500.0"
"2668.9949","-33.0","83.0","-27.0","99209.0","109547.0"
"2669.0117","-33.0","84.0","-27.0","99291.0","109726.0"
"2669.2786","-33.0","86.0","-30.0","99297.0","109752.0"
"2669.2952","-33.0","84.0","-28.0","99335.0","109878.0"
"2669.312","-33.0","83.0","-28.0","99501.0","110208.0"
"2669.4287","-32.0","83.0","-30.0","99463.0","110114.0"
"2669.4453","-32.0","86.0","-31.0","99254.0","109536.0"
"2669.4622","-32.0","85.0","-28.0","99222.0","109469.0"
