"Time","C1","C2","C3","C4","C5"
"2425.1904","31.0","81.0","57.0","120890.0","131387.0"
"2425.2153","31.0","81.0","57.0","120873.0","131349.0"
"2425.9912","31.0","82.0","57.0","120829.0","131261.0"
"2426.1914","31.0","82.0","57.0","120897.0","131426.0"
"2426.208","31.0","81.0","57.0","120954.0","131582.0"
"2426.2249","31.0","81.0","57.0","120981.0","131583.0"
"2426.2915","31.0","82.0","57.0","120968.0","131642.0"
"2426.5417","31.0","81.0","56.0","120979.0","131723.0"
"2426.567","31.0","82.0","57.0","121009.0","131752.0"
"2427.2925","31.0","82.0","57.0","121020.0","131794.0"
"2427.309","31.0","82.0","57.0","120868.0","131448.0"
"2427.326","31.0","82.0","57.0","120864.0","131421.0"
"2427.3926","31.0","82.0","56.0","120831.0","131396.0"
"2427.4175","31.0","82.0","57.0","120855.0","131441.0"
"2427.5427","31.0","81.0","57.0","120865.0","131462.0"
"2427.5679","31.0","82.0","57.0","120885.0","131514.0"
"2427.893","31.0","82.0","57.0","120866.0","131516.0"
"2427.9097","31.0","82.0","56.0","120890.0","131586.0"
"2427.9265","30.0","82.0","57.0","120899.0","131587.0"
"2428.794","31.0","82.0","57.0","120913.0","131626.0"
"2428.8105","31.0","82.0","57.0","120940.0","131652.0"
"2428.8274","31.0","82.0","57.0","120850.0","131667.0"
"2429.2444","31.0","81.0","57.0","120870.0","131722.0"
"2429.261","31.0","81.0","57.0","120892.0","131754.0"
"2429.2778","31.0","81.0","57.0","120894.0","131803.0"
"2429.3945","31.0","81.0","56.0","120692.0","131412.0"
"2429.4446","31.0","81.0","57.0","120694.0","131437.0"
"2429.4612","31.0","81.0","57.0","120724.0","131471.0"
"2429.478","31.0","81.0","57.0","120719.0","131509.0"
"2429.5947","31.0","81.0","57.0","120740.0","131557.0"
"2429.6113","31.0","82.0","57.0","120760.0","131632.0"
"2429.6282","31.0","81.0","56.0","120797.0","131702.0"
"2429.6948","31.0","81.0","56.0","120655.0","131390.0"
"2430.0452","31.0","82.0","57.0","120607.0","131329.0"
"2430.0618","31.0","82.0","58.0","120569.0","131212.0"
"2430.0786","31.0","81.0","56.0","120657.0","131556.0"
