"Time","C1","C2","C3","C4","C5"
"2937.0398","28.0","-85.0","-37.0","118561.0","135131.0"
"2937.065","29.0","-86.0","-38.0","117292.0","133768.0"
"2937.19","29.0","-86.0","-37.0","117374.0","133665.0"
"2937.2148","28.0","-85.0","-36.0","118978.0","135527.0"
"2937.5403","28.0","-85.0","-38.0","118518.0","134500.0"
"2937.5654","29.0","-86.0","-38.0","118003.0","133859.0"
"2937.6404","29.0","-86.0","-38.0","116442.0","131447.0"
"2937.6904","28.0","-86.0","-38.0","115933.0","130737.0"
"2937.9407","28.0","-86.0","-38.0","116133.0","130927.0"
"2937.9658","27.0","-85.0","-37.0","116033.0","130918.0"
"2938.0408","27.0","-85.0","-39.0","114687.0","128761.0"
"2938.0908","28.0","-85.0","-39.0","115156.0","129091.0"
"2938.1409","27.0","-85.0","-39.0","114982.0","128474.0"
"2938.4412","28.0","-86.0","-40.0","113062.0","125646.0"
"2938.4663","27.0","-85.0","-39.0","113134.0","125516.0"
"2938.5913","27.0","-85.0","-40.0","113152.0","125469.0"
"2938.6162","27.0","-84.0","-40.0","112911.0","124778.0"
"2938.9917","27.0","-85.0","-39.0","113023.0","125025.0"
"2939.0166","27.0","-85.0","-40.0","112934.0","124928.0"
"2939.1418","27.0","-85.0","-40.0","112889.0","124909.0"
"2939.167","28.0","-85.0","-39.0","112393.0","123961.0"
"2939.192","27.0","-85.0","-39.0","112496.0","124174.0"
"2939.392","28.0","-85.0","-38.0","112509.0","124279.0"
"2939.417","27.0","-85.0","-39.0","112505.0","124397.0"
"2939.4922","28.0","-85.0","-40.0","112560.0","124505.0"
"2939.517","27.0","-85.0","-39.0","112600.0","124443.0"
"2939.9927","27.0","-85.0","-38.0","112539.0","124306.0"
"2940.0928","27.0","-85.0","-40.0","112184.0","123585.0"
"2940.1177","27.0","-85.0","-40.0","112150.0","123553.0"
"2940.1929","28.0","-85.0","-38.0","112392.0","124048.0"
"2940.293","27.0","-85.0","-39.0","112451.0","124130.0"
"2940.3179","28.0","-86.0","-39.0","112440.0","124123.0"
"2940.9937","27.0","-86.0","-39.0","112233.0","123605.0"
"2941.294","28.0","-85.0","-38.0","112205.0","123469.0"
"2942.6953","27.0","-85.0","-38.0","112350.0","123747.0"
"2943.5461","28.0","-85.0","-38.0","112435.0","123930.0"
"2943.5713","26.0","-85.0","-40.0","112495.0","124030.0"
"2943.6462","28.0","-86.0","-39.0","112538.0","124061.0"
