"Time","C1","C2","C3","C4","C5"
"588.12994","17.0","-54.0","-93.0","116771.0","160951.0"
"588.14246","17.0","-55.0","-92.0","116628.0","160525.0"
"588.1549","18.0","-55.0","-92.0","116623.0","160545.0"
"588.1674","18.0","-55.0","-92.0","116659.0","160645.0"
"588.2299","17.0","-56.0","-92.0","116665.0","160669.0"
"588.2549","17.0","-55.0","-92.0","116677.0","160714.0"
"588.3299","17.0","-54.0","-93.0","116686.0","160745.0"
"588.35486","18.0","-55.0","-92.0","116625.0","160590.0"
"588.3799","17.0","-55.0","-92.0","116601.0","160515.0"
"588.4049","18.0","-55.0","-91.0","116563.0","160385.0"
"588.52985","22.0","-47.0","-95.0","116639.0","160552.0"
"588.5548","31.0","-43.0","-94.0","116629.0","160583.0"
"588.92975","28.0","-61.0","-101.0","116653.0","160661.0"
"588.9464","18.0","-13.0","-99.0","116677.0","160682.0"
"588.9631","11.0","-9.0","-83.0","116676.0","160752.0"
"588.97974","1.0","18.0","-108.0","116684.0","160787.0"
"589.00476","0.0","17.0","-101.0","116663.0","160737.0"
"589.0297","1.0","-1.0","-116.0","116544.0","160415.0"
"589.0547","-2.0","-9.0","-94.0","116560.0","160376.0"
"589.1297","3.0","34.0","-108.0","116510.0","160319.0"
"589.15466","3.0","30.0","-112.0","116519.0","160312.0"
"589.2297","3.0","-21.0","-110.0","116566.0","160443.0"
"589.37964","6.0","-17.0","-117.0","116569.0","160444.0"
"589.4296","16.0","-15.0","-115.0","116595.0","160535.0"
"589.4796","9.0","-17.0","-111.0","116603.0","160539.0"
"589.4963","19.0","-34.0","-112.0","116618.0","160626.0"
"589.51294","14.0","-21.0","-92.0","116616.0","160633.0"
"589.5796","39.0","-68.0","-134.0","116653.0","160730.0"
"589.6046","35.0","-70.0","-136.0","116656.0","160746.0"
"589.67957","6.0","-42.0","-67.0","116627.0","160641.0"
"589.7046","8.0","-45.0","-64.0","116505.0","160295.0"
"589.77954","35.0","-77.0","-114.0","116493.0","160288.0"
"589.7962","35.0","-67.0","-101.0","116552.0","160460.0"
"589.81287","15.0","-70.0","-61.0","116560.0","160458.0"
"589.9795","26.0","-79.0","-91.0","116592.0","160535.0"
"590.07947","25.0","-75.0","-85.0","116583.0","160540.0"
"590.1045","14.0","-78.0","-65.0","116618.0","160607.0"
"590.22943","10.0","-88.0","-39.0","116623.0","160648.0"
"590.2461","5.0","-98.0","-46.0","116648.0","160710.0"
"590.26276","7.0","-88.0","-45.0","116655.0","160739.0"
"590.3294","7.0","-98.0","-42.0","116578.0","160475.0"
"590.3544","4.0","-95.0","-37.0","116530.0","160380.0"
"590.4294","0.0","-90.0","-37.0","116492.0","160307.0"
"590.45435","4.0","-93.0","-46.0","116495.0","160290.0"
"590.52936","2.0","-100.0","-29.0","116415.0","160161.0"
"590.546","0.0","-94.0","-31.0","116278.0","159833.0"
"590.5627","-2.0","-96.0","-32.0","116239.0","159815.0"
"590.92926","-1.0","-98.0","-30.0","116016.0","159195.0"
"590.9459","-1.0","-96.0","-30.0","116004.0","159143.0"
"590.9626","-1.0","-101.0","-24.0","116007.0","159142.0"
"591.0792","-9.0","-101.0","-8.0","116006.0","159171.0"
"591.0959","-4.0","-93.0","-15.0","115982.0","159176.0"
"591.11255","-1.0","-100.0","-18.0","116038.0","159183.0"
"591.1292","-1.0","-97.0","-24.0","116027.0","159278.0"
"591.1542","-3.0","-100.0","-22.0","116035.0","159231.0"
"591.37915","-5.0","-97.0","-11.0","116072.0","159325.0"
"591.3958","-3.0","-97.0","-20.0","116106.0","159338.0"
"591.4125","-2.0","-100.0","-21.0","115945.0","159005.0"
"591.42914","-3.0","-97.0","-23.0","115895.0","158845.0"
"591.4541","-4.0","-98.0","-18.0","115887.0","158915.0"
"591.5291","0.0","-96.0","-21.0","115932.0","158928.0"
"591.5541","-1.0","-98.0","-15.0","115937.0","158992.0"
"591.6791","-1.0","-99.0","-15.0","115921.0","158986.0"
"591.69574","-1.0","-102.0","-15.0","115965.0","159112.0"
"591.7124","-4.0","-92.0","-16.0","115980.0","159134.0"
"591.72906","3.0","-99.0","-29.0","116018.0","159215.0"
"591.754","1.0","-93.0","-28.0","115954.0","159114.0"
"591.82904","-2.0","-100.0","-1.0","115929.0","159051.0"
"591.854","-1.0","-107.0","-16.0","115836.0","158738.0"
"591.879","-3.0","-104.0","-21.0","115807.0","158626.0"
"591.90405","-2.0","-100.0","-11.0","115805.0","158696.0"
"592.17896","5.0","-96.0","-16.0","115824.0","158717.0"
"592.1956","3.0","-100.0","-25.0","115800.0","158660.0"
"592.2123","2.0","-92.0","-17.0","115772.0","158631.0"
"592.27893","2.0","-96.0","-27.0","115690.0","158393.0"
"592.30396","3.0","-93.0","-25.0","115690.0","158373.0"
"592.4289","7.0","-99.0","-22.0","115692.0","158354.0"
"592.44556","6.0","-95.0","-22.0","115689.0","158333.0"
"592.4622","-1.0","-98.0","-20.0","115703.0","158384.0"
"592.5289","11.0","-94.0","-31.0","115755.0","158503.0"
"592.55383","9.0","-93.0","-27.0","115761.0","158535.0"
"592.57886","4.0","-99.0","-16.0","115804.0","158655.0"
"592.7288","7.0","-106.0","-19.0","115652.0","158285.0"
"592.8788","3.0","-94.0","-19.0","115647.0","158258.0"
"592.89545","4.0","-88.0","-21.0","115635.0","158214.0"
"592.9121","6.0","-93.0","-25.0","115665.0","158244.0"
"592.9288","10.0","-98.0","-19.0","115649.0","158248.0"
"592.95374","10.0","-101.0","-19.0","115689.0","158303.0"
"592.97876","9.0","-93.0","-21.0","115690.0","158334.0"
"593.07874","8.0","-94.0","-22.0","115711.0","158404.0"
"593.0954","12.0","-99.0","-21.0","115546.0","157913.0"
"593.11206","13.0","-103.0","-26.0","115534.0","157873.0"
"593.1787","13.0","-91.0","-28.0","115495.0","157729.0"
"593.2287","14.0","-93.0","-21.0","115477.0","157715.0"
"593.24536","16.0","-98.0","-34.0","115488.0","157670.0"
"593.262","17.0","-98.0","-32.0","115475.0","157658.0"
"593.37866","13.0","-102.0","-39.0","115509.0","157738.0"
"593.3953","17.0","-100.0","-26.0","115572.0","157869.0"
"593.412","16.0","-90.0","-28.0","115594.0","157906.0"
"593.47864","23.0","-98.0","-26.0","115590.0","157970.0"
"593.6286","22.0","-102.0","-30.0","115557.0","157910.0"
"593.65356","22.0","-92.0","-38.0","115476.0","157634.0"
"593.6786","19.0","-88.0","-33.0","115463.0","157584.0"
"593.7036","25.0","-86.0","-34.0","115460.0","157497.0"
"593.82855","24.0","-84.0","-30.0","115454.0","157507.0"
"593.8452","31.0","-93.0","-38.0","115532.0","157689.0"
"593.8619","31.0","-91.0","-41.0","115670.0","158136.0"
"594.27844","39.0","-85.0","-40.0","115685.0","158171.0"
"594.2951","36.0","-95.0","-47.0","115722.0","158233.0"
"594.31177","45.0","-94.0","-26.0","115713.0","158227.0"
"594.3784","35.0","-84.0","-43.0","115680.0","158102.0"
"594.40344","41.0","-90.0","-44.0","115646.0","158031.0"
"594.4284","39.0","-87.0","-43.0","115681.0","158044.0"
"594.45337","38.0","-86.0","-45.0","115704.0","158169.0"
"594.5284","37.0","-88.0","-45.0","115731.0","158235.0"
"594.55334","37.0","-86.0","-45.0","115753.0","158323.0"
"594.62836","36.0","-85.0","-46.0","115782.0","158350.0"
"594.72833","36.0","-83.0","-45.0","115873.0","158650.0"
