"Time","C1","C2","C3","C4","C5"
"1655.2394","-53.0","50.0","-56.0","123719.0","127029.0"
"1655.2644","-53.0","50.0","-56.0","123719.0","127029.0"
"1655.2894","-53.0","50.0","-56.0","123662.0","126844.0"
"1655.2977","-53.0","50.0","-56.0","123662.0","126844.0"
"1655.3062","-53.0","50.0","-55.0","123663.0","126924.0"
"1655.3145","-53.0","50.0","-55.0","123663.0","126924.0"
"1655.3228","-54.0","50.0","-56.0","123931.0","127595.0"
"1655.3312","-54.0","50.0","-56.0","123931.0","127595.0"
"1655.4396","-53.0","50.0","-56.0","123958.0","127655.0"
"1655.4479","-53.0","50.0","-56.0","123958.0","127655.0"
"1655.4563","-53.0","49.0","-56.0","124075.0","127943.0"
"1655.4646","-53.0","49.0","-56.0","124075.0","127943.0"
"1655.4729","-53.0","50.0","-56.0","124078.0","128014.0"
"1655.4813","-53.0","50.0","-56.0","124078.0","128014.0"
"1655.5397","-53.0","50.0","-56.0","124191.0","128264.0"
"1655.5522","-53.0","50.0","-56.0","124191.0","128264.0"
"1655.5647","-53.0","50.0","-56.0","124215.0","128298.0"
"1655.5771","-53.0","50.0","-56.0","124215.0","128298.0"
"1655.5897","-53.0","50.0","-56.0","124276.0","128538.0"
"1655.6023","-53.0","50.0","-56.0","124276.0","128538.0"
"1655.6147","-53.0","50.0","-56.0","124375.0","128734.0"
"1655.6272","-53.0","50.0","-56.0","124375.0","128734.0"
"1655.6898","-53.0","50.0","-56.0","124390.0","128767.0"
"1655.7024","-53.0","50.0","-56.0","124390.0","128767.0"
"1655.7148","-53.0","50.0","-55.0","124443.0","128958.0"
"1655.7273","-53.0","50.0","-55.0","124443.0","128958.0"
"1655.84","-53.0","49.0","-56.0","124454.0","128941.0"
"1655.8483","-53.0","49.0","-56.0","124454.0","128941.0"
"1655.8567","-53.0","50.0","-56.0","124153.0","128178.0"
"1655.865","-53.0","50.0","-56.0","124153.0","128178.0"
"1655.8733","-53.0","50.0","-56.0","124084.0","128036.0"
"1655.8817","-53.0","50.0","-56.0","124084.0","128036.0"
"1655.89","-53.0","50.0","-56.0","123832.0","127355.0"
"1655.9026","-53.0","50.0","-56.0","123832.0","127355.0"
"1655.915","-53.0","50.0","-57.0","123796.0","127272.0"
"1655.9275","-53.0","50.0","-57.0","123796.0","127272.0"
"1655.9901","-53.0","50.0","-57.0","123758.0","127175.0"
"1656.0027","-53.0","50.0","-57.0","123758.0","127175.0"
"1656.0151","-53.0","50.0","-56.0","123783.0","127246.0"
"1656.0276","-53.0","50.0","-56.0","123783.0","127246.0"
"1656.0402","-53.0","50.0","-56.0","123965.0","127739.0"
"1656.0527","-53.0","50.0","-56.0","123965.0","127739.0"
"1656.0652","-53.0","50.0","-55.0","124003.0","127806.0"
"1656.0776","-53.0","50.0","-55.0","124003.0","127806.0"
"1656.1403","-53.0","50.0","-55.0","124091.0","128049.0"
"1656.1528","-53.0","50.0","-55.0","124091.0","128049.0"
"1656.1653","-53.0","50.0","-55.0","124112.0","128083.0"
"1656.1777","-53.0","50.0","-55.0","124112.0","128083.0"
"1656.1903","-53.0","50.0","-56.0","124187.0","128314.0"
"1656.2029","-53.0","50.0","-56.0","124187.0","128314.0"
"1656.2153","-53.0","50.0","-56.0","124279.0","128545.0"
"1656.2278","-53.0","50.0","-56.0","124279.0","128545.0"
"1656.3405","-53.0","50.0","-56.0","124297.0","128579.0"
"1656.3488","-53.0","50.0","-56.0","124297.0","128579.0"
"1656.3572","-53.0","50.0","-55.0","124366.0","128715.0"
"1656.3655","-53.0","50.0","-55.0","124366.0","128715.0"
"1656.3738","-53.0","50.0","-55.0","124420.0","128913.0"
"1656.3822","-53.0","50.0","-55.0","124420.0","128913.0"
"1656.4406","-53.0","50.0","-57.0","124416.0","128874.0"
"1656.4531","-53.0","50.0","-57.0","124416.0","128874.0"
"1656.4656","-53.0","50.0","-57.0","123691.0","127066.0"
"1656.478","-53.0","50.0","-57.0","123691.0","127066.0"
"1656.5907","-53.0","50.0","-56.0","123654.0","126988.0"
"1656.599","-53.0","50.0","-56.0","123654.0","126988.0"
"1656.6074","-53.0","50.0","-55.0","123588.0","126813.0"
