"Time","C1","C2","C3","C4","C5"
"683.7066","38.0","-71.0","72.0","122232.0","142777.0"
"683.72327","38.0","-71.0","72.0","122355.0","142982.0"
"683.7399","38.0","-71.0","72.0","122780.0","143120.0"
"683.8066","38.0","-71.0","71.0","121786.0","143130.0"
"683.83154","38.0","-71.0","71.0","122205.0","143350.0"
"683.85657","38.0","-71.0","72.0","122357.0","143682.0"
"683.95654","38.0","-70.0","72.0","122430.0","143724.0"
"683.9732","38.0","-70.0","72.0","122435.0","143660.0"
"683.98987","38.0","-71.0","72.0","122040.0","142041.0"
"684.1065","38.0","-71.0","72.0","122095.0","142638.0"
"684.12317","38.0","-71.0","71.0","122168.0","142754.0"
"684.13983","38.0","-71.0","72.0","122284.0","143043.0"
"684.30646","38.0","-71.0","72.0","122301.0","143582.0"
"684.3231","38.0","-71.0","71.0","122341.0","143419.0"
"684.3398","38.0","-71.0","72.0","122370.0","143325.0"
"684.40643","38.0","-71.0","72.0","122436.0","143586.0"
"684.4314","38.0","-71.0","72.0","122969.0","143608.0"
"684.4564","38.0","-71.0","72.0","122647.0","143855.0"
"684.48145","38.0","-71.0","72.0","122064.0","142122.0"
"684.5564","37.0","-71.0","72.0","122095.0","142161.0"
"684.6564","37.0","-71.0","72.0","122243.0","142726.0"
"684.67303","38.0","-71.0","70.0","122340.0","142883.0"
"684.6897","38.0","-71.0","72.0","122418.0","143098.0"
"685.0063","38.0","-71.0","72.0","122298.0","143103.0"
"685.02295","38.0","-71.0","71.0","122315.0","143287.0"
"685.0396","38.0","-71.0","71.0","122468.0","143733.0"
"685.15625","38.0","-71.0","72.0","122481.0","143515.0"
"685.1729","38.0","-72.0","72.0","122490.0","143347.0"
"685.1896","38.0","-70.0","72.0","122474.0","143539.0"
"685.4562","38.0","-71.0","72.0","122020.0","142138.0"
"685.47284","38.0","-71.0","72.0","121701.0","142182.0"
"685.4895","38.0","-71.0","71.0","122091.0","142257.0"
"685.6561","39.0","-71.0","72.0","122243.0","142824.0"
"685.6728","38.0","-71.0","71.0","122280.0","142862.0"
"685.68945","37.0","-70.0","72.0","122317.0","143134.0"
"685.7561","37.0","-69.0","72.0","122536.0","143362.0"
"685.7811","38.0","-71.0","73.0","122279.0","143396.0"
"685.8061","37.0","-71.0","72.0","122469.0","143619.0"
"685.83105","37.0","-70.0","72.0","122412.0","143656.0"
"686.35596","38.0","-70.0","73.0","122360.0","143173.0"
"686.3726","38.0","-71.0","72.0","122276.0","143020.0"
"686.3893","38.0","-71.0","71.0","122002.0","142409.0"
"686.5059","36.0","-70.0","71.0","122012.0","141649.0"
"686.5226","37.0","-69.0","73.0","122107.0","142339.0"
"686.53925","38.0","-68.0","76.0","122689.0","142924.0"
"686.7059","36.0","-69.0","73.0","121943.0","142967.0"
"686.72253","36.0","-70.0","73.0","122355.0","143181.0"
"686.7392","36.0","-68.0","76.0","122533.0","143412.0"
"686.85583","36.0","-66.0","76.0","122669.0","143801.0"
"686.8725","34.0","-70.0","73.0","122341.0","142992.0"
"686.88916","37.0","-74.0","76.0","122291.0","142721.0"
"687.4057","35.0","-66.0","76.0","121678.0","142113.0"
"687.42236","34.0","-68.0","76.0","122064.0","142126.0"
"687.439","35.0","-68.0","75.0","122223.0","142599.0"
"687.5057","36.0","-69.0","74.0","122259.0","143061.0"
"687.53064","36.0","-68.0","75.0","122371.0","143080.0"
"687.60565","37.0","-68.0","76.0","122386.0","143187.0"
"687.6223","36.0","-69.0","73.0","122417.0","143323.0"
"687.639","37.0","-69.0","77.0","122104.0","142034.0"
"687.7056","37.0","-69.0","74.0","122128.0","142252.0"
"687.7306","36.0","-68.0","74.0","122726.0","142864.0"
"687.8556","37.0","-67.0","75.0","122265.0","143181.0"
"687.87225","37.0","-67.0","75.0","122408.0","143203.0"
"687.8889","37.0","-68.0","74.0","122490.0","143491.0"
"688.1555","37.0","-67.0","76.0","122048.0","142320.0"
"688.1722","37.0","-68.0","76.0","122162.0","142287.0"
"688.18884","38.0","-70.0","74.0","122219.0","142395.0"
"688.45544","37.0","-68.0","75.0","122552.0","143387.0"
"688.4721","37.0","-68.0","75.0","123039.0","143420.0"
"688.4888","37.0","-68.0","75.0","122792.0","143653.0"
"688.50543","38.0","-68.0","75.0","122518.0","143707.0"
"688.5304","37.0","-69.0","75.0","122755.0","144009.0"
"688.5554","37.0","-68.0","75.0","122767.0","144120.0"
"688.58044","37.0","-68.0","75.0","122749.0","144007.0"
"688.6554","37.0","-69.0","75.0","122934.0","144250.0"
"688.6804","38.0","-68.0","75.0","122855.0","144321.0"
"688.80536","37.0","-68.0","75.0","122391.0","143373.0"
"688.822","37.0","-68.0","75.0","122396.0","142495.0"
"688.8387","37.0","-68.0","75.0","122439.0","142637.0"
"689.0553","37.0","-68.0","76.0","122591.0","143107.0"
"689.07196","37.0","-68.0","75.0","122878.0","143704.0"
"689.0886","37.0","-68.0","75.0","122684.0","143735.0"
"689.1053","37.0","-68.0","75.0","122400.0","143970.0"
"689.13025","37.0","-68.0","75.0","122975.0","144503.0"
"689.1553","37.0","-68.0","75.0","122967.0","143963.0"
"689.1803","37.0","-68.0","76.0","122528.0","142759.0"
"689.3552","37.0","-68.0","75.0","123477.0","144181.0"
"689.3719","37.0","-68.0","75.0","122848.0","143805.0"
"689.38855","37.0","-68.0","75.0","122404.0","142502.0"
"689.4052","37.0","-67.0","74.0","122394.0","142712.0"
"689.4552","37.0","-68.0","75.0","122407.0","142600.0"
"689.5552","37.0","-68.0","75.0","122614.0","143165.0"
"689.5802","37.0","-68.0","74.0","122878.0","143361.0"
"689.65515","38.0","-68.0","76.0","122676.0","143447.0"
"689.6718","37.0","-68.0","75.0","122617.0","143452.0"
"689.6885","37.0","-68.0","76.0","122464.0","143615.0"
"689.70514","37.0","-68.0","75.0","122662.0","143823.0"
"689.7301","37.0","-68.0","76.0","122656.0","143455.0"
"689.8551","37.0","-68.0","75.0","122488.0","143223.0"
"689.8801","37.0","-68.0","75.0","122370.0","142979.0"
"690.10504","37.0","-68.0","75.0","122362.0","143018.0"
"690.1217","37.0","-68.0","75.0","122358.0","143332.0"
"690.13837","37.0","-68.0","76.0","122060.0","142552.0"
"690.155","37.0","-68.0","75.0","122072.0","142588.0"
"690.18005","37.0","-68.0","75.0","121989.0","142057.0"
"690.40497","37.0","-68.0","76.0","122003.0","141886.0"
"690.42163","37.0","-68.0","76.0","122149.0","142219.0"
"690.4383","37.0","-68.0","75.0","122619.0","142669.0"
"690.50494","37.0","-68.0","75.0","122393.0","142918.0"
