"Time","C1","C2","C3","C4","C5"
"1051.7506","39.0","87.0","-43.0","110212.0","143871.0"
"1051.7673","39.0","87.0","-44.0","110198.0","143865.0"
"1051.7839","40.0","87.0","-43.0","110198.0","143845.0"
"1051.8007","39.0","87.0","-43.0","110213.0","143800.0"
"1051.8257","39.0","87.0","-44.0","110108.0","143509.0"
"1052.101","39.0","87.0","-43.0","110093.0","143478.0"
"1052.1177","39.0","87.0","-44.0","110018.0","143302.0"
"1052.1343","40.0","87.0","-42.0","110018.0","143268.0"
"1052.201","40.0","87.0","-42.0","109989.0","143177.0"
"1052.2511","39.0","87.0","-42.0","109975.0","143182.0"
"1052.2678","40.0","87.0","-42.0","109976.0","143101.0"
"1052.2844","40.0","87.0","-43.0","109962.0","143109.0"
"1052.5013","40.0","87.0","-43.0","109929.0","143085.0"
"1052.5181","38.0","86.0","-43.0","109931.0","143076.0"
"1052.5347","39.0","87.0","-43.0","109957.0","143066.0"
"1052.5514","40.0","88.0","-43.0","109915.0","143096.0"
"1052.5764","39.0","87.0","-42.0","109922.0","143109.0"
"1052.6515","39.0","87.0","-43.0","109920.0","143130.0"
"1052.6765","39.0","87.0","-43.0","109940.0","143144.0"
"1052.7015","39.0","87.0","-43.0","109933.0","143216.0"
"1052.7266","39.0","87.0","-43.0","109830.0","142815.0"
"1052.8016","40.0","88.0","-43.0","109825.0","142803.0"
"1052.8267","39.0","87.0","-43.0","109812.0","142768.0"
"1052.8517","39.0","87.0","-43.0","109781.0","142751.0"
"1052.8767","39.0","87.0","-42.0","109779.0","142715.0"
"1052.9518","40.0","87.0","-42.0","109787.0","142754.0"
"1052.9768","39.0","87.0","-43.0","109754.0","142753.0"
"1053.0519","40.0","88.0","-43.0","109773.0","142802.0"
"1053.0769","40.0","88.0","-42.0","109770.0","142801.0"
"1053.1019","40.0","87.0","-43.0","109766.0","142828.0"
"1053.127","39.0","87.0","-43.0","109758.0","142797.0"
"1053.152","39.0","87.0","-43.0","109711.0","142618.0"
"1053.177","39.0","87.0","-43.0","109662.0","142491.0"
"1053.2521","39.0","87.0","-43.0","109667.0","142478.0"
"1053.2771","39.0","87.0","-42.0","109661.0","142485.0"
"1053.3021","40.0","87.0","-42.0","109652.0","142597.0"
"1053.3271","40.0","87.0","-43.0","109631.0","142615.0"
"1053.3522","39.0","87.0","-43.0","109652.0","142666.0"
"1053.3772","40.0","87.0","-43.0","109667.0","142670.0"
"1053.4523","39.0","88.0","-43.0","109691.0","142720.0"
"1053.4773","39.0","87.0","-42.0","109548.0","142323.0"
"1053.5524","40.0","87.0","-43.0","109553.0","142321.0"
"1053.5774","39.0","87.0","-42.0","109534.0","142291.0"
"1053.6024","39.0","87.0","-42.0","109537.0","142296.0"
"1053.6274","40.0","87.0","-43.0","109538.0","142253.0"
"1053.6525","39.0","87.0","-43.0","109530.0","142276.0"
"1053.6775","39.0","87.0","-43.0","109523.0","142260.0"
"1053.7526","39.0","87.0","-42.0","109510.0","142326.0"
"1053.8527","40.0","86.0","-42.0","109525.0","142324.0"
"1053.9027","39.0","87.0","-42.0","109522.0","142371.0"
"1053.9277","39.0","87.0","-43.0","109507.0","142306.0"
"1053.9528","40.0","87.0","-42.0","109474.0","142165.0"
"1053.9695","39.0","87.0","-43.0","109467.0","142131.0"
"1053.9861","39.0","87.0","-42.0","109429.0","142022.0"
"1054.0529","39.0","87.0","-43.0","109418.0","142010.0"
"1054.0779","39.0","87.0","-43.0","109413.0","142014.0"
"1054.1029","39.0","87.0","-43.0","109407.0","142017.0"
"1054.1279","39.0","88.0","-42.0","109406.0","141993.0"
"1054.203","40.0","87.0","-42.0","109394.0","141993.0"
"1054.228","39.0","87.0","-43.0","109398.0","142001.0"
"1054.3031","39.0","87.0","-42.0","109386.0","142001.0"
"1054.3281","39.0","87.0","-42.0","109418.0","142051.0"
"1054.4032","39.0","87.0","-43.0","109405.0","142055.0"
"1054.4199","40.0","87.0","-42.0","109423.0","142105.0"
"1054.4365","40.0","87.0","-42.0","109416.0","142114.0"
"1054.5033","39.0","87.0","-43.0","109431.0","142179.0"
"1054.5533","40.0","87.0","-43.0","109421.0","142210.0"
"1054.6034","39.0","87.0","-43.0","109445.0","142255.0"
"1054.6284","39.0","87.0","-42.0","109447.0","142263.0"
"1054.6534","39.0","87.0","-43.0","109474.0","142302.0"
"1054.6785","39.0","87.0","-44.0","109463.0","142280.0"
"1054.7535","39.0","87.0","-43.0","109409.0","142078.0"
"1054.7786","40.0","87.0","-41.0","109399.0","142043.0"
"1054.8036","40.0","87.0","-44.0","109356.0","141901.0"
"1054.8286","40.0","87.0","-42.0","109331.0","141869.0"
"1054.8536","39.0","87.0","-43.0","109329.0","141831.0"
"1054.8787","39.0","87.0","-44.0","109317.0","141838.0"
"1054.9537","40.0","87.0","-43.0","109309.0","141813.0"
"1054.9788","40.0","88.0","-43.0","109306.0","141811.0"
"1055.0038","40.0","87.0","-42.0","109290.0","141795.0"
"1055.0288","40.0","87.0","-43.0","109296.0","141794.0"
"1055.1539","39.0","87.0","-43.0","109296.0","141820.0"
"1055.1665","39.0","87.0","-43.0","109290.0","141845.0"
"1055.179","40.0","87.0","-43.0","109307.0","141870.0"
"1055.1914","39.0","87.0","-42.0","109322.0","141921.0"
"1055.254","39.0","87.0","-43.0","109302.0","141920.0"
"1055.3541","40.0","87.0","-43.0","109276.0","141753.0"
"1055.3708","39.0","87.0","-43.0","109259.0","141736.0"
"1055.3875","40.0","87.0","-43.0","109217.0","141606.0"
"1055.5543","39.0","87.0","-43.0","109243.0","141577.0"
"1055.571","40.0","87.0","-43.0","109202.0","141545.0"
"1055.5876","40.0","87.0","-42.0","109200.0","141551.0"
"1055.6544","39.0","87.0","-43.0","109189.0","141533.0"
"1055.6794","40.0","87.0","-43.0","109222.0","141560.0"
"1055.7045","40.0","87.0","-43.0","109197.0","141552.0"
"1055.7295","40.0","87.0","-43.0","109196.0","141556.0"
"1055.8046","39.0","88.0","-42.0","109195.0","141594.0"
"1055.8296","39.0","87.0","-43.0","109231.0","141659.0"
"1055.9047","40.0","87.0","-43.0","109218.0","141664.0"
"1055.9214","39.0","87.0","-42.0","109233.0","141731.0"
"1055.938","40.0","87.0","-43.0","109224.0","141729.0"
"1056.0048","39.0","87.0","-43.0","109254.0","141793.0"
"1056.0298","39.0","87.0","-43.0","109250.0","141819.0"
"1056.1549","40.0","88.0","-43.0","109260.0","141886.0"
"1056.305","39.0","88.0","-43.0","109283.0","141895.0"
"1056.3218","40.0","87.0","-43.0","109252.0","141856.0"
"1056.3384","40.0","88.0","-43.0","109247.0","141777.0"
"1056.3551","39.0","87.0","-43.0","109184.0","141592.0"
"1056.3801","39.0","88.0","-43.0","109182.0","141567.0"
"1056.4552","40.0","87.0","-43.0","109135.0","141446.0"
"1056.4802","40.0","87.0","-42.0","109136.0","141422.0"
"1056.7054","40.0","87.0","-43.0","109130.0","141407.0"
"1056.7305","39.0","87.0","-43.0","109131.0","141408.0"
"1056.7555","39.0","87.0","-42.0","109131.0","141389.0"
"1056.7722","39.0","87.0","-42.0","109117.0","141405.0"
