"Time","C1","C2","C3","C4","C5"
"39.299686","62.0","78.0","-8.0","99958.0","121812.0"
"39.324684","63.0","78.0","-8.0","99978.0","121825.0"
"39.349686","61.0","78.0","-9.0","99929.0","121612.0"
"39.374687","62.0","79.0","-9.0","99923.0","121589.0"
"39.499683","61.0","77.0","-6.0","99910.0","121507.0"
"39.51635","59.0","78.0","-8.0","99894.0","121511.0"
"39.533016","65.0","76.0","-11.0","99913.0","121588.0"
"39.59968","61.0","78.0","-9.0","99924.0","121604.0"
"39.62468","63.0","78.0","-10.0","99921.0","121660.0"
"39.64968","63.0","76.0","-10.0","99924.0","121646.0"
"39.674683","62.0","79.0","-9.0","99929.0","121734.0"
"39.74968","61.0","77.0","-11.0","99953.0","121701.0"
"39.77468","61.0","76.0","-7.0","99954.0","121738.0"
"39.899677","64.0","78.0","-10.0","99957.0","121760.0"
"39.916344","62.0","79.0","-10.0","99969.0","121846.0"
"39.93301","63.0","78.0","-8.0","99932.0","121595.0"
"39.949677","61.0","77.0","-7.0","99944.0","121575.0"
"39.974678","62.0","78.0","-10.0","99905.0","121521.0"
"40.199673","62.0","78.0","-9.0","99901.0","121516.0"
"40.21634","62.0","79.0","-8.0","99908.0","121555.0"
"40.233006","61.0","78.0","-8.0","99918.0","121586.0"
"40.34967","60.0","78.0","-9.0","99935.0","121623.0"
"40.366337","60.0","77.0","-6.0","99936.0","121640.0"
"40.383003","64.0","79.0","-10.0","99948.0","121688.0"
"40.49967","61.0","78.0","-9.0","99941.0","121731.0"
"40.516335","62.0","79.0","-10.0","99959.0","121748.0"
"40.533","61.0","78.0","-8.0","99965.0","121798.0"
"40.699665","63.0","78.0","-9.0","99988.0","121786.0"
"40.71633","62.0","78.0","-9.0","99937.0","121553.0"
"40.732998","61.0","78.0","-9.0","99913.0","121529.0"
"40.799664","63.0","79.0","-8.0","99918.0","121455.0"
"40.82466","63.0","79.0","-9.0","99918.0","121477.0"
"40.849663","59.0","78.0","-8.0","99896.0","121504.0"
"40.874664","61.0","78.0","-9.0","99892.0","121512.0"
