"Time","C1","C2","C3","C4","C5"
"3406.748","-68.0","-46.0","61.0","107336.0","111592.0"
"3406.7646","-68.0","-47.0","61.0","107341.0","111558.0"
"3406.7815","-68.0","-46.0","61.0","107269.0","111400.0"
"3406.9983","-68.0","-47.0","62.0","107153.0","111221.0"
"3407.015","-68.0","-47.0","62.0","107223.0","111196.0"
"3407.0317","-68.0","-47.0","61.0","107120.0","111057.0"
"3407.0483","-68.0","-47.0","61.0","107004.0","110770.0"
"3407.1484","-68.0","-47.0","61.0","107006.0","110752.0"
"3407.165","-68.0","-47.0","62.0","106976.0","110662.0"
"3407.182","-68.0","-47.0","61.0","106936.0","110635.0"
"3407.3486","-68.0","-47.0","62.0","106921.0","110560.0"
"3407.3735","-69.0","-47.0","61.0","106883.0","110528.0"
"3407.4487","-68.0","-46.0","61.0","106821.0","110465.0"
"3407.4736","-68.0","-47.0","61.0","106834.0","110425.0"
"3407.5989","-68.0","-47.0","62.0","106802.0","110360.0"
"3407.624","-68.0","-47.0","61.0","106798.0","110349.0"
"3407.9492","-68.0","-47.0","60.0","106685.0","110133.0"
"3407.9658","-68.0","-46.0","61.0","106683.0","110129.0"
"3407.9827","-68.0","-47.0","61.0","106652.0","110072.0"
"3408.1995","-68.0","-46.0","61.0","106645.0","110074.0"
"3408.216","-68.0","-47.0","61.0","106614.0","110010.0"
"3408.233","-68.0","-47.0","61.0","106572.0","109980.0"
"3408.3496","-68.0","-47.0","61.0","106589.0","109951.0"
"3408.3997","-68.0","-47.0","61.0","106557.0","109947.0"
"3408.4248","-68.0","-47.0","62.0","106522.0","109755.0"
"3408.4998","-68.0","-47.0","61.0","106339.0","109456.0"
"3408.525","-68.0","-47.0","61.0","106338.0","109428.0"
"3408.65","-68.0","-47.0","61.0","106322.0","109383.0"
"3408.7","-68.0","-47.0","61.0","106234.0","109257.0"
"3408.7166","-68.0","-47.0","61.0","106213.0","109242.0"
"3408.7334","-68.0","-47.0","62.0","106183.0","109190.0"
"3409.0503","-68.0","-47.0","61.0","106197.0","109176.0"
"3409.2505","-67.0","-47.0","61.0","106166.0","109126.0"
"3409.2754","-67.0","-47.0","61.0","106126.0","109066.0"
"3409.3005","-68.0","-47.0","61.0","106110.0","109049.0"
"3409.3257","-68.0","-47.0","61.0","105845.0","108627.0"
"3409.4006","-68.0","-46.0","60.0","105848.0","108622.0"
"3409.4172","-68.0","-47.0","61.0","105818.0","108583.0"
"3409.434","-68.0","-46.0","61.0","105786.0","108508.0"
"3409.5007","-68.0","-47.0","61.0","105778.0","108500.0"
"3409.526","-68.0","-46.0","61.0","105771.0","108490.0"
"3409.5508","-68.0","-47.0","62.0","105767.0","108497.0"
"3409.701","-68.0","-47.0","61.0","105731.0","108481.0"
"3409.7175","-68.0","-47.0","61.0","105747.0","108491.0"
"3409.7344","-68.0","-46.0","61.0","105687.0","108463.0"
"3409.751","-68.0","-46.0","61.0","105720.0","108467.0"
"3409.776","-68.0","-46.0","62.0","105706.0","108459.0"
"3409.851","-68.0","-47.0","62.0","105654.0","108459.0"
"3409.876","-68.0","-46.0","61.0","105704.0","108480.0"
"3409.9512","-68.0","-47.0","61.0","105708.0","108471.0"
"3409.976","-68.0","-47.0","61.0","105700.0","108473.0"
"3410.0513","-68.0","-47.0","62.0","105545.0","108229.0"
"3410.0762","-68.0","-46.0","62.0","105540.0","108239.0"
"3410.1514","-68.0","-46.0","62.0","105546.0","108209.0"
"3410.2515","-68.0","-47.0","61.0","105478.0","108190.0"
"3410.268","-68.0","-46.0","61.0","105494.0","108154.0"
"3410.285","-68.0","-47.0","61.0","105480.0","108183.0"
"3410.5518","-68.0","-47.0","62.0","105466.0","108098.0"
"3410.5684","-68.0","-47.0","62.0","105457.0","108079.0"
"3410.5852","-68.0","-47.0","62.0","105447.0","108197.0"
"3410.6519","-68.0","-46.0","61.0","105442.0","108162.0"
"3410.752","-68.0","-46.0","62.0","105449.0","108186.0"
"3410.7686","-68.0","-47.0","62.0","105415.0","108166.0"
"3410.7854","-68.0","-47.0","61.0","105425.0","108159.0"
"3410.852","-68.0","-47.0","61.0","105430.0","108173.0"
