"Time","C1","C2","C3","C4","C5"
"1562.1986","-3.0","15.0","-92.0","118280.0","128063.0"
"1562.2069","-3.0","15.0","-92.0","118280.0","128063.0"
"1562.2153","-3.0","14.0","-90.0","118071.0","127523.0"
"1562.2236","-3.0","14.0","-90.0","118071.0","127523.0"
"1562.2319","-3.0","15.0","-90.0","117687.0","126529.0"
"1562.2404","-3.0","15.0","-90.0","117687.0","126529.0"
"1562.2487","-2.0","15.0","-92.0","117687.0","126504.0"
"1562.2612","-2.0","15.0","-92.0","117687.0","126504.0"
"1562.2737","-2.0","14.0","-92.0","117585.0","126287.0"
"1562.2861","-2.0","14.0","-92.0","117585.0","126287.0"
"1562.3488","-3.0","14.0","-91.0","117583.0","126273.0"
"1562.3613","-3.0","14.0","-91.0","117583.0","126273.0"
"1562.3738","-3.0","14.0","-91.0","117693.0","126546.0"
"1562.3862","-3.0","14.0","-91.0","117693.0","126546.0"
"1562.4489","-3.0","14.0","-91.0","117754.0","126625.0"
"1562.4614","-3.0","14.0","-91.0","117754.0","126625.0"
"1562.4739","-3.0","14.0","-90.0","117835.0","127017.0"
"1562.4863","-3.0","14.0","-90.0","117835.0","127017.0"
"1562.7992","-2.0","14.0","-91.0","117864.0","127033.0"
"1562.8075","-2.0","14.0","-91.0","117864.0","127033.0"
"1562.8159","-3.0","15.0","-91.0","117957.0","127250.0"
"1562.8242","-3.0","15.0","-91.0","117957.0","127250.0"
"1562.8325","-3.0","14.0","-91.0","117974.0","127283.0"
"1562.841","-3.0","14.0","-91.0","117974.0","127283.0"
"1562.8492","-2.0","13.0","-90.0","118101.0","127626.0"
"1562.8618","-2.0","13.0","-90.0","118101.0","127626.0"
"1562.8743","-2.0","13.0","-92.0","118111.0","127634.0"
"1562.8867","-2.0","13.0","-92.0","118111.0","127634.0"
"1562.9493","-3.0","14.0","-91.0","118209.0","127866.0"
"1562.9619","-3.0","14.0","-91.0","118209.0","127866.0"
"1562.9744","-3.0","14.0","-90.0","118232.0","127929.0"
"1562.9868","-3.0","14.0","-90.0","118232.0","127929.0"
"1563.0494","-3.0","15.0","-91.0","118330.0","128187.0"
"1563.0745","-3.0","15.0","-91.0","118330.0","128187.0"
"1563.2496","-2.0","14.0","-91.0","118340.0","128321.0"
"1563.2579","-2.0","14.0","-91.0","118340.0","128321.0"
"1563.2664","-3.0","14.0","-92.0","118413.0","128404.0"
"1563.2747","-3.0","14.0","-92.0","118413.0","128404.0"
"1563.283","-3.0","14.0","-91.0","118374.0","128247.0"
"1563.2914","-3.0","14.0","-91.0","118374.0","128247.0"
"1563.2997","-2.0","14.0","-90.0","117909.0","127053.0"
"1563.3123","-2.0","14.0","-90.0","117909.0","127053.0"
"1563.3247","-2.0","14.0","-91.0","117846.0","126931.0"
"1563.3372","-2.0","14.0","-91.0","117846.0","126931.0"
"1563.4999","-2.0","14.0","-91.0","117686.0","126431.0"
"1563.5082","-2.0","14.0","-91.0","117686.0","126431.0"
"1563.5166","-2.0","15.0","-91.0","117615.0","126387.0"
"1563.5249","-2.0","15.0","-91.0","117615.0","126387.0"
"1563.5332","-3.0","14.0","-91.0","117544.0","126259.0"
"1563.5416","-3.0","14.0","-91.0","117544.0","126259.0"
"1563.5499","-2.0","14.0","-91.0","117830.0","126937.0"
"1563.5625","-2.0","14.0","-91.0","117830.0","126937.0"
"1563.575","-2.0","14.0","-91.0","117834.0","126962.0"
"1563.5874","-2.0","14.0","-91.0","117834.0","126962.0"
