"Time","C1","C2","C3","C4","C5"
"3275.0195","6.0","-22.0","-108.0","103664.0","138581.0"
"3275.0361","6.0","-22.0","-109.0","103739.0","138845.0"
"3275.053","5.0","-22.0","-108.0","103752.0","138841.0"
"3275.1196","5.0","-22.0","-107.0","103756.0","138835.0"
"3275.42","6.0","-22.0","-108.0","103745.0","138847.0"
"3275.4448","7.0","-22.0","-108.0","103723.0","138756.0"
"3275.6702","7.0","-22.0","-109.0","103637.0","138507.0"
"3275.6953","6.0","-22.0","-109.0","103629.0","138456.0"
"3275.7202","6.0","-22.0","-108.0","103673.0","138662.0"
"3276.0205","6.0","-22.0","-108.0","103702.0","138702.0"
"3276.0454","6.0","-22.0","-108.0","103732.0","138814.0"
"3276.2708","6.0","-22.0","-109.0","103769.0","138860.0"
"3276.2874","6.0","-22.0","-109.0","103752.0","138855.0"
"3276.3042","5.0","-22.0","-108.0","103752.0","138830.0"
"3276.421","6.0","-22.0","-108.0","103752.0","138807.0"
"3276.471","7.0","-22.0","-109.0","103687.0","138664.0"
"3276.496","7.0","-22.0","-108.0","103684.0","138672.0"
"3276.621","5.0","-21.0","-109.0","103685.0","138702.0"
"3276.7212","5.0","-22.0","-107.0","103720.0","138789.0"
"3276.7378","6.0","-22.0","-109.0","103721.0","138777.0"
"3276.7546","6.0","-22.0","-109.0","103715.0","138765.0"
"3276.8213","5.0","-22.0","-109.0","103695.0","138720.0"
"3276.9214","5.0","-22.0","-107.0","103630.0","138459.0"
"3276.938","6.0","-22.0","-107.0","103628.0","138532.0"
"3276.9548","7.0","-22.0","-109.0","103654.0","138560.0"
"3277.0215","6.0","-21.0","-108.0","103693.0","138720.0"
"3277.3218","5.0","-22.0","-108.0","103691.0","138729.0"
"3277.3384","6.0","-22.0","-108.0","103714.0","138785.0"
"3277.3552","6.0","-22.0","-107.0","103726.0","138789.0"
"3277.572","6.0","-22.0","-108.0","103707.0","138786.0"
"3277.5886","6.0","-22.0","-107.0","103741.0","138768.0"
"3277.6055","5.0","-22.0","-107.0","103689.0","138691.0"
"3277.622","6.0","-22.0","-109.0","103672.0","138651.0"
"3277.647","5.0","-22.0","-108.0","103579.0","138415.0"
"3277.672","6.0","-22.0","-108.0","103636.0","138583.0"
"3277.7722","6.0","-22.0","-106.0","103693.0","138762.0"
"3277.7888","5.0","-23.0","-106.0","103694.0","138781.0"
"3277.8057","6.0","-22.0","-107.0","103712.0","138790.0"
"3277.8223","5.0","-22.0","-107.0","103691.0","138779.0"
"3277.8472","6.0","-21.0","-109.0","103656.0","138671.0"
"3277.9224","6.0","-21.0","-108.0","103697.0","138823.0"
"3277.9473","5.0","-22.0","-109.0","103706.0","138818.0"
"3278.3728","6.0","-22.0","-109.0","103704.0","138805.0"
"3278.398","6.0","-21.0","-107.0","103650.0","138604.0"
"3278.673","6.0","-23.0","-107.0","103702.0","138792.0"
"3278.6897","5.0","-22.0","-108.0","103704.0","138806.0"
"3278.7065","6.0","-22.0","-110.0","103570.0","138386.0"
"3278.7732","5.0","-22.0","-108.0","103561.0","138356.0"
"3278.7983","6.0","-21.0","-108.0","103554.0","138361.0"
"3278.8733","6.0","-22.0","-109.0","103589.0","138550.0"
"3278.8984","5.0","-22.0","-108.0","103662.0","138716.0"
"3279.0234","6.0","-22.0","-109.0","103660.0","138737.0"
"3279.0483","5.0","-22.0","-107.0","103669.0","138753.0"
"3279.1736","6.0","-23.0","-108.0","103628.0","138604.0"
"3279.2737","6.0","-22.0","-109.0","103614.0","138572.0"
"3279.2988","6.0","-21.0","-109.0","103543.0","138349.0"
"3279.574","5.0","-22.0","-107.0","103537.0","138349.0"
"3279.5906","6.0","-22.0","-107.0","103608.0","138585.0"
"3279.6074","6.0","-22.0","-109.0","103628.0","138616.0"
"3279.724","5.0","-22.0","-107.0","103643.0","138718.0"
"3279.749","6.0","-22.0","-109.0","103676.0","138762.0"
"3280.3748","7.0","-22.0","-108.0","103519.0","138345.0"
"3280.3914","6.0","-22.0","-109.0","103524.0","138346.0"
"3280.4082","5.0","-22.0","-107.0","103567.0","138464.0"
"3280.4749","5.0","-22.0","-107.0","103653.0","138783.0"
"3280.625","6.0","-22.0","-107.0","103666.0","138769.0"
"3280.675","6.0","-22.0","-108.0","103678.0","138791.0"
"3280.6917","6.0","-23.0","-109.0","103675.0","138786.0"
"3280.7085","7.0","-22.0","-109.0","103651.0","138747.0"
"3280.7751","5.0","-22.0","-107.0","103652.0","138741.0"
"3280.8003","5.0","-22.0","-107.0","103585.0","138531.0"
"3280.8252","5.0","-22.0","-107.0","103551.0","138434.0"
"3280.85","6.0","-22.0","-109.0","103527.0","138386.0"
"3280.9253","6.0","-23.0","-109.0","103528.0","138389.0"
"3280.9502","6.0","-22.0","-109.0","103561.0","138516.0"
"3280.9753","6.0","-22.0","-109.0","103595.0","138572.0"
"3281.0005","5.0","-22.0","-106.0","103621.0","138687.0"
"3281.2756","5.0","-22.0","-108.0","103513.0","138340.0"
"3281.3008","6.0","-22.0","-108.0","103518.0","138377.0"
"3281.3757","6.0","-22.0","-108.0","103631.0","138698.0"
"3281.3923","5.0","-22.0","-108.0","103629.0","138698.0"
"3281.4092","6.0","-22.0","-107.0","103559.0","138477.0"
"3281.576","6.0","-22.0","-107.0","103544.0","138423.0"
"3281.676","6.0","-22.0","-109.0","103484.0","138264.0"
"3281.726","6.0","-22.0","-108.0","103515.0","138379.0"
"3281.9263","6.0","-22.0","-108.0","103579.0","138590.0"
"3281.9429","5.0","-22.0","-107.0","103613.0","138722.0"
"3281.9597","5.0","-22.0","-108.0","103620.0","138727.0"
"3282.1265","5.0","-23.0","-107.0","103611.0","138688.0"
"3282.143","6.0","-22.0","-108.0","103523.0","138418.0"
"3282.16","6.0","-22.0","-108.0","103480.0","138300.0"
"3282.677","6.0","-22.0","-109.0","103627.0","138731.0"
"3282.6936","5.0","-22.0","-108.0","103624.0","138732.0"
"3282.7104","5.0","-22.0","-107.0","103630.0","138715.0"
"3283.0774","6.0","-21.0","-108.0","103600.0","138653.0"
"3283.1025","5.0","-23.0","-108.0","103501.0","138366.0"
"3283.2275","5.0","-22.0","-108.0","103485.0","138355.0"
"3283.4277","6.0","-23.0","-109.0","103495.0","138399.0"
"3283.4443","6.0","-23.0","-107.0","103548.0","138576.0"
"3283.4612","6.0","-23.0","-107.0","103555.0","138583.0"
"3283.9783","5.0","-22.0","-107.0","103586.0","138678.0"
"3284.0034","6.0","-22.0","-108.0","103563.0","138630.0"
"3284.779","7.0","-22.0","-108.0","103568.0","138621.0"
"3284.7957","5.0","-22.0","-109.0","103461.0","138343.0"
"3284.8125","5.0","-23.0","-107.0","103453.0","138292.0"
"3284.8792","7.0","-22.0","-109.0","103424.0","138213.0"
"3284.9043","6.0","-23.0","-108.0","103437.0","138217.0"
"3285.0293","6.0","-23.0","-108.0","103472.0","138389.0"
"3285.0542","6.0","-22.0","-107.0","103492.0","138398.0"
"3285.0793","5.0","-22.0","-107.0","103534.0","138559.0"
"3285.096","6.0","-22.0","-108.0","103550.0","138589.0"
"3285.1128","6.0","-22.0","-109.0","103570.0","138659.0"
"3285.1794","6.0","-22.0","-109.0","103448.0","138264.0"
"3285.2046","6.0","-22.0","-108.0","103418.0","138232.0"
"3285.2295","5.0","-23.0","-108.0","103419.0","138234.0"
"3285.2544","5.0","-22.0","-107.0","103447.0","138261.0"
"3285.3296","5.0","-22.0","-107.0","103487.0","138420.0"
"3285.3545","5.0","-22.0","-108.0","103554.0","138657.0"
"3285.4297","7.0","-23.0","-108.0","103544.0","138655.0"
"3285.4546","6.0","-23.0","-109.0","103516.0","138491.0"
"3285.8801","6.0","-22.0","-108.0","103503.0","138488.0"
"3285.9053","5.0","-22.0","-107.0","103500.0","138525.0"
"3285.9302","5.0","-22.0","-109.0","103534.0","138640.0"
"3285.9802","6.0","-22.0","-108.0","103564.0","138664.0"
"3286.0054","6.0","-22.0","-109.0","103556.0","138667.0"
"3286.1804","6.0","-22.0","-109.0","103547.0","138648.0"
"3286.2805","5.0","-23.0","-107.0","103530.0","138599.0"
"3286.297","6.0","-23.0","-108.0","103508.0","138573.0"
"3286.314","6.0","-23.0","-107.0","103404.0","138248.0"
"3286.3806","7.0","-22.0","-109.0","103514.0","138623.0"
