"Time","C1","C2","C3","C4","C5"
"393.42746","8.0","-102.0","3.0","116652.0","124865.0"
"393.45245","7.0","-101.0","4.0","116693.0","124966.0"
"393.52744","7.0","-100.0","4.0","116766.0","125246.0"
"393.55243","7.0","-100.0","4.0","116807.0","125269.0"
"393.6774","7.0","-101.0","4.0","116926.0","125544.0"
"393.69406","7.0","-105.0","4.0","116955.0","125620.0"
"393.71072","7.0","-100.0","2.0","116859.0","125424.0"
"393.77737","7.0","-103.0","5.0","116826.0","125290.0"
"393.80237","8.0","-103.0","2.0","116515.0","124555.0"
"393.82736","7.0","-101.0","3.0","116442.0","124332.0"
"393.85236","6.0","-103.0","3.0","116294.0","123989.0"
"393.97733","7.0","-103.0","2.0","116304.0","123984.0"
"393.994","7.0","-100.0","4.0","116377.0","124278.0"
"394.01065","7.0","-106.0","6.0","116460.0","124368.0"
"394.17728","9.0","-102.0","-2.0","116556.0","124670.0"
"394.19394","9.0","-103.0","2.0","116577.0","124689.0"
"394.2106","6.0","-100.0","7.0","116687.0","124985.0"
"394.22726","8.0","-101.0","4.0","116715.0","125080.0"
"394.25226","8.0","-101.0","0.0","116840.0","125325.0"
"394.27725","7.0","-101.0","5.0","116838.0","125382.0"
"394.30225","7.0","-102.0","6.0","116930.0","125627.0"
"394.37723","7.0","-101.0","4.0","116946.0","125631.0"
"394.4772","6.0","-101.0","5.0","116673.0","124933.0"
"394.49387","6.0","-100.0","5.0","116630.0","124816.0"
"394.51053","7.0","-102.0","0.0","116362.0","124230.0"
"394.5272","6.0","-97.0","4.0","116333.0","124055.0"
"394.5522","6.0","-100.0","7.0","116344.0","124112.0"
"394.57718","8.0","-100.0","3.0","116366.0","124167.0"
"394.60217","7.0","-98.0","2.0","116487.0","124487.0"
"394.67715","7.0","-99.0","3.0","116528.0","124579.0"
"394.70215","7.0","-99.0","5.0","116634.0","124854.0"
"394.77713","6.0","-110.0","3.0","116655.0","124914.0"
"394.80212","8.0","-103.0","5.0","116776.0","125223.0"
"394.82712","7.0","-99.0","4.0","116796.0","125264.0"
"394.8521","7.0","-101.0","4.0","116891.0","125491.0"
"394.9271","6.0","-107.0","8.0","116920.0","125566.0"
"394.9521","7.0","-108.0","8.0","116824.0","125384.0"
"394.97708","12.0","-98.0","-6.0","116491.0","124552.0"
"395.00208","8.0","-100.0","3.0","116477.0","124447.0"
"395.07706","3.0","-106.0","14.0","116474.0","124441.0"
"395.10205","3.0","-104.0","10.0","116483.0","124495.0"
"395.12704","9.0","-97.0","-1.0","116602.0","124818.0"
"395.15204","10.0","-95.0","-2.0","116619.0","124850.0"
"395.17703","6.0","-103.0","5.0","116734.0","125121.0"
"395.20203","6.0","-103.0","8.0","116750.0","125152.0"
"395.277","8.0","-100.0","2.0","116849.0","125459.0"
"395.302","7.0","-99.0","1.0","116958.0","125730.0"
"395.327","6.0","-99.0","5.0","116941.0","125672.0"
"395.352","7.0","-98.0","2.0","116637.0","124861.0"
"395.42697","7.0","-99.0","4.0","116412.0","124267.0"
"395.45197","6.0","-96.0","4.0","116366.0","124238.0"
"395.47696","8.0","-89.0","6.0","116436.0","124375.0"
"395.50195","7.0","-85.0","6.0","116463.0","124425.0"
"395.57693","11.0","-132.0","3.0","116565.0","124698.0"
"395.60193","12.0","-111.0","0.0","116592.0","124752.0"
"395.7269","6.0","-58.0","-5.0","116685.0","125031.0"
"395.74356","6.0","-56.0","0.0","116730.0","125094.0"
"395.76022","8.0","-135.0","11.0","116825.0","125360.0"
"395.82687","10.0","-74.0","-7.0","116852.0","125413.0"
"395.85187","9.0","-95.0","-2.0","116921.0","125670.0"
"395.87686","4.0","-104.0","10.0","116943.0","125717.0"
"395.90186","4.0","-92.0","6.0","116789.0","125264.0"
