"Time","C1","C2","C3","C4","C5"
"1135.9327","15.0","-35.0","-103.0","100275.0","146486.0"
"1135.9828","15.0","-34.0","-104.0","100258.0","146511.0"
"1136.0829","16.0","-35.0","-103.0","100282.0","146532.0"
"1136.0996","15.0","-35.0","-104.0","100308.0","146542.0"
"1136.1162","15.0","-35.0","-103.0","100342.0","146587.0"
"1136.1329","15.0","-35.0","-103.0","100346.0","146591.0"
"1136.158","15.0","-34.0","-103.0","100359.0","146661.0"
"1136.2831","15.0","-34.0","-103.0","100362.0","146635.0"
"1136.3832","15.0","-34.0","-103.0","100295.0","146410.0"
"1136.3999","15.0","-35.0","-103.0","100170.0","146018.0"
"1136.4165","15.0","-35.0","-103.0","100150.0","145991.0"
"1136.4833","15.0","-34.0","-103.0","100136.0","145900.0"
"1136.8336","15.0","-34.0","-103.0","100134.0","145919.0"
"1136.9838","15.0","-34.0","-103.0","100133.0","145939.0"
"1137.0088","15.0","-34.0","-104.0","100151.0","145927.0"
"1137.0338","15.0","-34.0","-103.0","100168.0","145925.0"
"1137.1339","15.0","-34.0","-103.0","100164.0","145933.0"
"1137.1589","15.0","-34.0","-103.0","100182.0","145975.0"
"1137.184","15.0","-34.0","-103.0","100210.0","145959.0"
"1137.2007","15.0","-34.0","-104.0","100256.0","146005.0"
"1137.2173","15.0","-34.0","-104.0","100243.0","146010.0"
"1137.284","14.0","-34.0","-103.0","100295.0","146065.0"
"1137.3091","14.0","-34.0","-104.0","100278.0","146088.0"
"1137.3341","14.0","-34.0","-104.0","100350.0","146147.0"
"1137.3591","14.0","-34.0","-103.0","100355.0","146165.0"
"1137.4342","14.0","-34.0","-104.0","100390.0","146233.0"
"1137.4592","15.0","-34.0","-103.0","100401.0","146268.0"
"1137.4843","15.0","-34.0","-104.0","100458.0","146339.0"
"1137.5093","14.0","-34.0","-103.0","100473.0","146452.0"
"1137.6844","15.0","-34.0","-104.0","100508.0","146423.0"
"1137.7012","15.0","-34.0","-104.0","100423.0","146136.0"
"1137.7178","14.0","-34.0","-103.0","100420.0","146086.0"
"1137.7345","15.0","-34.0","-104.0","100318.0","145793.0"
"1137.7595","15.0","-34.0","-104.0","100299.0","145740.0"
"1137.7845","14.0","-34.0","-104.0","100287.0","145673.0"
"1137.8096","14.0","-34.0","-104.0","100286.0","145683.0"
"1137.8846","14.0","-34.0","-103.0","100317.0","145718.0"
"1137.9097","14.0","-34.0","-104.0","100306.0","145724.0"
"1137.9347","15.0","-34.0","-104.0","100314.0","145713.0"
"1137.9597","15.0","-34.0","-104.0","100346.0","145732.0"
"1138.0348","15.0","-34.0","-104.0","100355.0","145757.0"
"1138.0598","15.0","-34.0","-104.0","100383.0","145793.0"
"1138.1349","14.0","-33.0","-103.0","100409.0","145862.0"
"1138.1599","13.0","-33.0","-103.0","100462.0","145914.0"
"1138.1849","14.0","-32.0","-105.0","100474.0","145939.0"
"1138.21","15.0","-34.0","-104.0","100503.0","146006.0"
"1138.235","14.0","-32.0","-101.0","100493.0","146055.0"
"1138.26","14.0","-32.0","-102.0","100382.0","145545.0"
"1138.3351","14.0","-32.0","-103.0","100443.0","145609.0"
"1138.3601","14.0","-32.0","-104.0","100410.0","145621.0"
"1138.3851","15.0","-33.0","-105.0","100466.0","145653.0"
"1138.4102","15.0","-33.0","-104.0","100504.0","145743.0"
"1138.4852","15.0","-33.0","-103.0","100504.0","145758.0"
"1138.5103","15.0","-33.0","-105.0","100541.0","145830.0"
"1138.6354","14.0","-33.0","-104.0","100549.0","145820.0"
"1138.6521","14.0","-32.0","-104.0","100569.0","145903.0"
"1138.6687","15.0","-33.0","-105.0","100600.0","145912.0"
"1138.7855","15.0","-33.0","-104.0","100611.0","145983.0"
"1138.8022","15.0","-33.0","-104.0","100636.0","146000.0"
"1138.8188","14.0","-33.0","-104.0","100664.0","146095.0"
"1138.8856","14.0","-32.0","-104.0","100685.0","146096.0"
"1138.9106","14.0","-33.0","-104.0","100720.0","146166.0"
"1138.9357","14.0","-33.0","-104.0","100709.0","146133.0"
"1138.9607","14.0","-33.0","-104.0","100628.0","145839.0"
"1138.9857","14.0","-33.0","-104.0","100517.0","145537.0"
"1139.0107","14.0","-33.0","-104.0","100503.0","145519.0"
"1139.0858","14.0","-33.0","-105.0","100511.0","145533.0"
"1139.1108","14.0","-33.0","-104.0","100495.0","145550.0"
"1139.1859","14.0","-33.0","-104.0","100521.0","145595.0"
"1139.2109","14.0","-33.0","-104.0","100532.0","145606.0"
"1139.236","14.0","-33.0","-104.0","100553.0","145608.0"
"1139.286","14.0","-33.0","-104.0","100552.0","145610.0"
"1139.336","15.0","-33.0","-104.0","100559.0","145616.0"
"1139.3861","14.0","-33.0","-104.0","100563.0","145613.0"
"1139.4028","14.0","-33.0","-104.0","100569.0","145620.0"
"1139.4194","14.0","-33.0","-104.0","100569.0","145653.0"
"1139.4362","14.0","-33.0","-104.0","100572.0","145616.0"
"1139.4612","14.0","-33.0","-104.0","100585.0","145631.0"
"1139.5363","14.0","-33.0","-104.0","100544.0","145547.0"
"1139.5613","14.0","-33.0","-104.0","100545.0","145535.0"
"1139.5863","14.0","-33.0","-104.0","100557.0","145570.0"
"1139.6113","14.0","-33.0","-103.0","100538.0","145589.0"
"1139.6864","14.0","-33.0","-104.0","100567.0","145648.0"
"1139.7114","14.0","-33.0","-104.0","100601.0","145677.0"
"1139.9867","14.0","-33.0","-104.0","100593.0","145695.0"
"1140.0117","14.0","-33.0","-104.0","100593.0","145686.0"
"1140.0868","14.0","-33.0","-104.0","100498.0","145408.0"
"1140.1035","14.0","-33.0","-104.0","100479.0","145381.0"
"1140.1201","15.0","-33.0","-104.0","100402.0","145139.0"
"1140.1869","14.0","-33.0","-104.0","100398.0","145111.0"
"1140.2119","14.0","-33.0","-103.0","100413.0","145114.0"
"1140.337","14.0","-33.0","-105.0","100402.0","145178.0"
"1140.4872","14.0","-34.0","-104.0","100428.0","145182.0"
"1140.5039","14.0","-33.0","-104.0","100444.0","145196.0"
"1140.5205","13.0","-33.0","-104.0","100448.0","145220.0"
"1140.7374","14.0","-33.0","-104.0","100458.0","145234.0"
"1140.7542","14.0","-33.0","-104.0","100491.0","145299.0"
"1140.7708","13.0","-34.0","-104.0","100507.0","145310.0"
"1140.7875","14.0","-33.0","-104.0","100526.0","145367.0"
"1140.8876","14.0","-33.0","-103.0","100529.0","145378.0"
"1140.9043","13.0","-33.0","-104.0","100557.0","145448.0"
"1140.9209","14.0","-33.0","-104.0","100585.0","145455.0"
"1140.9877","14.0","-33.0","-104.0","100593.0","145527.0"
"1141.0127","13.0","-33.0","-105.0","100606.0","145522.0"
"1141.0878","14.0","-33.0","-104.0","100642.0","145602.0"
"1141.1045","14.0","-34.0","-105.0","100652.0","145606.0"
"1141.1211","16.0","-35.0","-103.0","100658.0","145629.0"
"1141.1879","16.0","-32.0","-107.0","100664.0","145609.0"
"1141.2379","23.0","-39.0","-100.0","100552.0","145314.0"
"1141.2546","11.0","-30.0","-112.0","100559.0","145275.0"
"1141.2712","20.0","-35.0","-100.0","100469.0","145133.0"
"1141.338","17.0","-31.0","-108.0","100476.0","145097.0"
"1141.363","21.0","-36.0","-101.0","100471.0","145111.0"
"1141.3881","17.0","-28.0","-108.0","100484.0","145118.0"
"1141.4131","25.0","-34.0","-98.0","100484.0","145177.0"
"1141.4882","22.0","-36.0","-96.0","100506.0","145184.0"
"1141.5132","21.0","-27.0","-104.0","100510.0","145203.0"
"1141.5382","21.0","-5.0","-100.0","100515.0","145189.0"
"1141.5632","19.0","-19.0","-97.0","100563.0","145323.0"
"1141.6383","21.0","13.0","-101.0","100645.0","145465.0"
"1141.6633","12.0","-17.0","-102.0","100642.0","145488.0"
"1141.6884","16.0","-22.0","-103.0","100710.0","145654.0"
"1141.7134","24.0","-26.0","-107.0","100721.0","145653.0"
"1141.7384","29.0","-29.0","-110.0","100769.0","145708.0"
"1141.7634","28.0","-29.0","-114.0","100728.0","145671.0"
"1141.8385","18.0","-15.0","-126.0","100628.0","145380.0"
"1141.8635","59.0","-24.0","-58.0","100576.0","145174.0"
"1141.9386","38.0","-35.0","-87.0","100597.0","145253.0"
"1141.9886","28.0","-34.0","-109.0","100576.0","145247.0"
"1142.0054","28.0","-37.0","-103.0","100601.0","145270.0"
"1142.022","27.0","-35.0","-102.0","100624.0","145382.0"
"1142.0387","27.0","-37.0","-113.0","100619.0","145383.0"
"1142.0637","109.0","-51.0","-51.0","100667.0","145447.0"
"1142.1388","16.0","-40.0","-106.0","100663.0","145480.0"
"1142.1638","13.0","-39.0","-103.0","100701.0","145532.0"
"1142.1888","18.0","-20.0","-116.0","100690.0","145532.0"
"1142.2139","17.0","-25.0","-107.0","100717.0","145590.0"
"1142.289","9.0","-20.0","-91.0","100729.0","145625.0"
"1142.314","10.0","-14.0","-96.0","100731.0","145605.0"
"1142.339","12.0","-16.0","-107.0","100676.0","145529.0"
"1142.364","11.0","-26.0","-105.0","100658.0","145515.0"
"1142.4391","10.0","-23.0","-104.0","100433.0","144932.0"
"1142.4641","11.0","-20.0","-111.0","100391.0","144831.0"
"1142.4891","11.0","-29.0","-106.0","100138.0","144301.0"
"1142.5142","13.0","-25.0","-104.0","100098.0","144289.0"
"1142.5892","13.0","-26.0","-110.0","99807.0","143759.0"
"1142.6143","13.0","-30.0","-105.0","99768.0","143701.0"
"1142.6393","14.0","-27.0","-107.0","99403.0","143163.0"
"1142.6643","14.0","-26.0","-107.0","99372.0","143062.0"
"1142.7394","16.0","-26.0","-106.0","98981.0","142517.0"
"1142.7644","15.0","-27.0","-107.0","98972.0","142491.0"
"1142.7894","17.0","-28.0","-107.0","98881.0","142393.0"
"1142.8145","17.0","-29.0","-107.0","98840.0","142293.0"
"1142.8895","18.0","-27.0","-107.0","98348.0","141703.0"
"1142.9146","16.0","-26.0","-106.0","98269.0","141649.0"
"1142.9396","17.0","-24.0","-107.0","97913.0","141397.0"
"1142.9896","16.0","-24.0","-106.0","97899.0","141371.0"
"1143.0397","17.0","-23.0","-107.0","97929.0","141588.0"
"1143.0647","17.0","-22.0","-105.0","97875.0","141480.0"
"1143.1398","17.0","-22.0","-108.0","97855.0","141540.0"
"1143.1648","17.0","-22.0","-107.0","97820.0","141478.0"
"1143.1898","17.0","-22.0","-107.0","97868.0","141628.0"
"1143.2148","17.0","-23.0","-107.0","97906.0","141653.0"
"1143.34","17.0","-23.0","-107.0","97769.0","141412.0"
"1143.3567","17.0","-23.0","-107.0","97791.0","141394.0"
"1143.3733","17.0","-23.0","-106.0","97877.0","141158.0"
"1143.4401","18.0","-23.0","-106.0","97860.0","141041.0"
"1143.4651","17.0","-24.0","-107.0","97755.0","140667.0"
"1143.5402","17.0","-23.0","-107.0","97754.0","140632.0"
"1143.5569","18.0","-23.0","-107.0","97718.0","140466.0"
"1143.5735","17.0","-23.0","-106.0","97703.0","140444.0"
"1143.6403","18.0","-23.0","-106.0","97659.0","140384.0"
"1143.6653","17.0","-23.0","-107.0","97658.0","140361.0"
"1143.6903","18.0","-23.0","-107.0","97682.0","140415.0"
"1143.7153","17.0","-23.0","-106.0","97697.0","140512.0"
"1143.7904","17.0","-23.0","-107.0","97926.0","140909.0"
"1143.8154","17.0","-24.0","-107.0","97987.0","141008.0"
